userName,score,at,content
Budi Santoso,2,2023-10-11 10:08:16,"Pembayaran Via Qris Gopay sering error, Dengan pesan internet mati dan Wifi mati. Padahal saya tidak memiliki masalah dalam kecepatan Internet."
rachmawati suci,5,2023-10-11 10:05:58,Bagus
Nabila irawan,1,2023-10-11 10:04:57,akun saya di blokir dan laporan saya prosesnya lama banget akun di bekukan gtu kan susah anjir mau pesen tolong diperbaiki ya
Uma Yah,5,2023-10-11 09:56:29,Oke
Ripray 18,2,2023-10-11 09:55:31,Ini kenapa ya sesudah update naik versi. Aplikasi sering bug. Tiba² crash stuck saat pengoprasian. Tolong dong di fix ulang lagi aplikasi ini oleh pihak gojek
Dani Fajar,5,2023-10-11 09:53:38,Josss
iik malik,3,2023-10-11 09:43:29,Sekarang sering eror
Niken Ramadhani,1,2023-10-11 09:41:56,"Seharus nya otomatis dimana letak penjemputan penumpang, eh pas dipesan kenapa berubah jadi penjemputan nya kealamat sendiri?jadi pas mau cancel juga susah TDK tau cara nya dan SDH mnta cancel driver nya tau tau nya ojek nya ke rmh alasan harus dicancel di hp sndiri kan ribet ...,eh pas dicek di hp SDH dibatalkan sttus nya ....,kan jadi GK tega GK dibayar tuh ojek atau memang mnta ganti rugi jadi krmh ...aneh ...nganter aja tidak...,,dan juga saat mnta dibatalkan pdhl 3 menit lagi baru sampai Lo"
Andy Nugroho,1,2023-10-11 09:35:00,Laporan untuk keluhan customer tidak ada..semua udah tersetting dan jelas nya tidak bisa menyampaikan keluhan
Rahmad Fauzi,1,2023-10-11 09:20:11,"Baru aktifkan gopay pinjam, limitnya gk pernah dipake tapi ditelpon mulu tiap hari ""selamat gopay pinjam telah aktif"" itu sangat mengganggu"
Abizar Muhammad,1,2023-10-11 09:20:00,Titik tidak sesuai
Pengguna Google,2,2023-10-11 09:15:57,"Untuk gopay bagian dari aplikasi gojek masih tidak bisa bertanggung jawab, karena refund saya belum masuk sampai sekarang. Bilangnya hanya sudah masuk untuk keterangan, tapi untuk saldo sama sekali belum masuk di saldo saya. Yaudah gapapa saya ikhlasin, yang penting mengutamakan kepentingan penggunanya karena bisa merugikan apalagi nominalnya besar seperti saya."
Framar Dhika,5,2023-10-11 09:11:29,"Akun gopay saya yg pertama hilang ,padahala limit paylaternya gede."
Irfan Febrian,4,2023-10-11 08:58:56,Banyakin Voucher
Anwar Suryadi,5,2023-10-11 08:55:41,Bagusssssss
Restu Prihatin,1,2023-10-11 08:47:15,Kerena ada wae di vidio
مصباح,2,2023-10-11 08:47:03,Diupdate koq malah layanan terhenti. Padahal ram udah 8 gb
tuti alwi,1,2023-10-11 08:44:59,aplikasi makin kesini makin sering nge lag.gofood sdh lah harga di naikkan dl ditambah pula lg biaya jasa aplikasi. padahal harga di gofood dan asli ga sama
El imanuel Simanjuntak,5,2023-10-11 08:42:44,Sangant membantu
Ncam Servis,1,2023-10-11 08:39:02,Terlalu banyak fitur terkait
Zavina ameera Wiyono,2,2023-10-11 08:36:13,"Udah langganan lama tapi voucher gratis ongkir lama"" harus pakai gopay trus , jadi males lama"" mau pesen gofood karna promo ongkirnya terbatas pakai tunai Tambahan , aku sekarang sering banget pake goride sehari bisa 2 smpe 3x , dan vouchernya gocar semua 😭"
DEVICHAN,5,2023-10-11 08:33:18,"Wahhh aplikasi sangat membantu, CS dan pelayanan nya juga ramah banget Sangat membantu dalam perjalanan Semoga makin sukses ya dan terus memberikan pelayanan yang terbaik"
Nila Wati,1,2023-10-11 08:32:41,"gopay gila enggak bisa upgred ke gopay plus, sayang saldo tidak bisa di kirim karena enggak bisa upgred, gimana sih aplikasinya selalu enggak bisa upgred ke hopay plus, gila banget aplikasinya. tolong di perbaiki sekarang juga. kalo buat aplikasi yang bagus jangan kek gini"
Ineu Nuraisah,5,2023-10-11 08:30:33,Penjemputan tepat waktu
Ali Ghupron,5,2023-10-11 08:30:26,Nyaman
Pengguna Google,1,2023-10-11 08:25:53,"Kebijakan buat customer bener"" udah ga enak dari sebelumnya.. wkt tenggang pelunasan gopay later makin dipersempit, bahkan udah ga ada lagi. Biasanya ada tenggang 5 hari, dan denda baru dikenakan pada tgl 6, dan itu pun cuma 2-3 rb/hari. tapi skrg tgl 1-2 udah kena denda langsung 30 bahkan 50 ribu. Blm lg gopay later cicilnya.. sy slalu dapat notif kena denda 2rb/hari, padahal pembayaran angsurannya sdh digabung dgn gopay later. Ini mah bkn lagi kebijakan, tapi nyusahin."
Bang Rury,5,2023-10-11 08:18:12,Lumayen
Nada Nurul aini,4,2023-10-11 08:09:53,Bagus aplikasinya bisa sampe tempat tujuan dngn cepat
Sondang bulan,5,2023-10-11 08:08:05,Keren
Jefri Anto,4,2023-10-11 08:03:40,Yang jauh jadi dekat... Mudah di gunakan
Ricky Zema,5,2023-10-11 08:01:50,Produk dalem negeri
Alesha,5,2023-10-11 07:53:58,Mantap terimakasih gojek
Tursini 96,5,2023-10-11 07:47:51,Good
Jeffry 168,5,2023-10-11 07:44:34,ok
Aly Iyonk,1,2023-10-11 07:43:33,Apk Beratttt. gopay Pinjam GK berguna
Kartika Rahayu,2,2023-10-11 07:30:59,"Aplikasi gofood, makanannya sangat lama di antar. Driver dapat 2 - 3 orderan food, saya dapat giliran terakhir di antar, datangnya 2 jam. Tidak efisien menggunakan gofood di saat perut sudah lapar. 😭😭 Semoga bisa di perbaiki ke depannya."
Ridwan DR Much. Buddy Dh T,5,2023-10-11 07:18:06,"Saya pemakai setia jasa gojek, hanya saja suatu hari pernah ketemu driver yg mabuk hampir lah saya bertemu malaikat maut 😭 tolong kebijaksanaan dari perusahaan semua driver di check kadar alkohol nya. Kalau mabuk mending tidur di rumah."
Kiki Andriyani,5,2023-10-11 07:18:00,kalau bintang ny udh 5.. arti ny muuaanntep dehh
Desra Enovia,5,2023-10-11 07:14:16,Cepat dan ramah
Ilham Mujahid almansyur,3,2023-10-11 07:11:00,"aplikasi sangat membantu dan bagus, tapi masih sering nge-freeze dan force close tiba-tiba. mungkin bisa di optimalkan lagi aplikasinya. terimakasih"
Kayla Cell,5,2023-10-11 06:55:47,Adanya gojek pesenan saya cepet driver nya juga cepet
Basir Udin,1,2023-10-11 06:52:55,"Bikin ruwet za, seenaknya gabung2 paylater cicil sama per bulan, alih2 tidak mematuhi kesepakatan, kalian dululah yg melanggar kesepakatan, jadi ga usah main2 sebar ganggu kondar segala, apalagi dluar kondar, HATI2 BAGI SEMUA PENGGUNA, Suruh upgrade za maksa, ke WA, email, SMS, emang niat menjebak mungkin ya Dalam waktu dekat setelah lunas nanti pastikan data saya dihapus dan saya juga bakal hapus aplikasi kalian GOJEK+TOKPED.!!!"
Jumhari jum,1,2023-10-11 06:47:43,Akun goceng bikin sengsara driver tolong di hapus kembali kan reguler lagi bensin aja 10rebu boss goceng dapet cape doang belum nunggu apa lagi sampe di luar area kaga bisa ambil order habis di bensin kalah sama kang parkir wkwkkk
My Shifa,2,2023-10-11 06:46:07,Sering tiba2 keluar sendiri
1zanami official,1,2023-10-11 06:40:05,"Aplikasi aneh, dikit dikit kblokir, dikit dikit limit, limitnya permanent lgi"
ujang Suherman,4,2023-10-11 06:37:46,Sangat membantu sekali
Rahmat Waluyo,2,2023-10-11 06:36:23,Saya beberapa kali pake layanan gocar tapi setelah saya sampai tujuan. Tiba tiba ada pesan masuk kalo saya pesan layanan gocar...
Muhammad syahril ridho Saputra,3,2023-10-11 06:32:41,"Makin lama biaya adm makin naik, cuwakss"
cecep cobr34,5,2023-10-11 06:18:31,Gojek mantap
NASRULLAH UMAR,5,2023-10-11 06:14:47,Sangat membantu untuk aktifitas sehari-hari
Abdul Muchlis,5,2023-10-11 06:07:52,Lumayan
Fachrial Octabarokah,5,2023-10-11 06:01:06,"Gojek tanpa hambatan tetap laju, driver dapat order harus gerak cepat dan terpecaya."
Paulus Nugroho,5,2023-10-11 06:00:12,baik
Dinda Olia,1,2023-10-11 05:58:07,"aplikasi nya suka ngelag, tolong di bagusin lagi, susah buat mencari baik gotix maupun yang lain, pas saya mau pesen tiket bioskop tiba tiba go tix nya hilang ntah kemana, kadang juga lokasi nya tiba tiba ga ada."
Muhammad Firmansyah,5,2023-10-11 05:57:10,Gojek mantap
Adi Widoodo,1,2023-10-11 05:55:53,Versi terbaru lemod
Dinno S,5,2023-10-11 05:47:42,Mantap
Ratna Amelia,1,2023-10-11 05:44:20,Sering ngelag
Komang Sudarma,5,2023-10-11 05:42:05,👍👍
Rafa yang ganteng banget,5,2023-10-11 05:31:35,mantap ga kayak dana ribet akun jg sring dibekukan
agus thoha,5,2023-10-11 05:30:22,Cepat penjemputan
Niya Yuni,5,2023-10-11 05:28:35,Membantu banget dgn gojek...
Muliadi Afandi,5,2023-10-11 05:26:54,Good
Arizal Aswar,2,2023-10-11 05:26:33,"Kecewa mode hemat sudah tidak ada , di rincian adanya hari Rabu tetapi saya buka hari Rabu tidak ada , padahal enak pake mode hemat ,bisa ngirit"
om sun,5,2023-10-11 05:26:30,Mantap
Nur Salamah,1,2023-10-11 05:20:14,Keseringan update bikin error.
Bagus Tri Laksono,1,2023-10-11 05:09:55,"Cs nya tidak memberikan solusi atas dana saya yang tertahan di gopay, jawabannya tamplate sama persis dimenu bantuan, payah banget.."
slamet widodo,5,2023-10-11 05:08:23,mantab
Muhammad Izzatul Rafi (Rafi),5,2023-10-11 05:07:14,Super Top Markotop
Rahmat Muliya Fitri,5,2023-10-11 05:01:21,Sangat bermanfaat dan membantu
Hasan Wahid,1,2023-10-11 04:58:28,Saya kasih bintang 1 .. Pending trus saat transfer payah
FAHRUL officiall,5,2023-10-11 04:48:42,Bagus banget bermanfaat
ZankSr,1,2023-10-11 04:43:14,"Mau bayar paylater malah gabisa, kalo saya kena denda gimana anjirlah apk pepek ngerugiin orang aja bisanya"
Arimbi Kamaladisti,3,2023-10-11 04:42:03,"Kenapa tampilannya jadi gini sih abis diupdate, putih semua ngga ada ijonya bikin sakit mata, kalo mau dibikin putih gitu layoutnya tolong kasih fitur tema terang n gelap juga, sumpah ngga nyaman banget ngelihatnya"
Een Sajah,5,2023-10-11 04:38:15,Aku sering males bawa kendaraan sendiri jdi aku sring pkew gojek online sebetulnya sangat membantu prjalanan juga klo lgi mls msak tpi skrg aku hapus karena iklannya trlalu lama sangat mengaggu mau ada penting yg jdi gk bisa nuggu iklan hbis mf iklannya tlong di prcepat trima ksh
Levika Anastasia - 4,4,2023-10-11 04:33:53,Makin lama voucher diskon makin kecil
ROEMAH PROPERTY DJOGJA,4,2023-10-11 04:31:49,mantab
Punta Arya,1,2023-10-11 04:23:31,Gopaylater abis upgrade malah ribet makenya rumit
Budhiana Faris,5,2023-10-11 04:18:41,Cukup membantu
hengkyaj Kali,1,2023-10-11 04:17:40,"mencari makan nan susah nya minta ampun di aplikasi gojek ini, masa nyari makanan harus lewat Gogle baru ke aplikasi gojek nya"
Joni Supandi,4,2023-10-11 04:16:46,Memuaskan dan sangatbmembantu
Sartono Sragen,5,2023-10-11 04:10:44,Mantap
Muhammad Ardi,5,2023-10-11 04:08:22,Aplikasi yg sangat membantu jooossss jiiissss
Ipung Purbiani,5,2023-10-11 04:03:06,Oke
Ubay Prayuda,5,2023-10-11 04:00:00,Bagus
Ramadhan Ardhi,1,2023-10-11 03:48:41,Bintang 1 tidak sesuai iklan
rahim abdul,5,2023-10-11 03:48:30,"Mantap, akurat"
Indry Puspasari,5,2023-10-11 03:35:18,Aplikasi yang membantu banget di saat ingin keluar ataupun ketika malas keluar rumah untuk cari makanan
Allif Baihaqi,5,2023-10-11 03:26:41,enak
Jimmy Jimmy,1,2023-10-11 03:25:04,Kenapa gojek mempekerjakan driver bodo sih...!!!untuk apa saya mengeluarkan uang hanya disuruh jalan...take down aja org org begituan...
Irwan efendi,1,2023-10-11 03:14:53,"Aplikasi ribet, topup saja kebanyakan proses"
Renold Van hauten,5,2023-10-11 03:11:29,Ok
Acu Aci,1,2023-10-11 02:43:13,Mahal sekarang ya Ga masuk akal dan terlalu banyak jasa buat aplikasi udah gitu driver juga kena potongan harga jadi 2x lipat ga recommended pakai jasa ini sekarang Pihak aplikasi rakus
Rara Afi,1,2023-10-11 02:38:11,Sering belanja gk dpt gopay laters aneh
Yustina Vivi,5,2023-10-11 02:32:49,Waktu penjemputan dan sikap driver yg sopan
Dimas Ricko Rahmawan,1,2023-10-11 02:24:22,"Parah sih, udah pesen gocar ga ada yg pick sampe 2 jam, parah lah pokoknya"
Endang Pratiwi,2,2023-10-11 02:23:14,Aplikasinya sering ngehang dan keluar tiba2 padahal udah upgrade versi terbaru .
اَوْلِيٰ اَفْرِيَنِ,2,2023-10-11 02:19:39,Gocar Pagi jam 6 dicek cuma hrg 26k eh jm 10 pas mau pesen harga naik jd 34k
Nuansacitra Kreasindo,5,2023-10-11 02:13:38,Keren dan SatSet...
nur farid,3,2023-10-11 02:11:01,setelah pembaruan sering ngecrash pas searching go food
Sainul Hermawan,2,2023-10-11 02:05:56,Mengapa terasa berat di Galaxy A14?
Rafi Shahan,1,2023-10-11 02:05:55,"aneh, sinyal lancar 4G malah gak bisa di apa² in gojek nya, sampai² saya minta hotspot tetep aja ga bisa"
Fitria Kartika Budiman,5,2023-10-11 02:04:55,"Kak bagaimana caranya saya bisa menghubungi golek lewat tlp ??? Saya ada masalah dgn no hp yg tertera pd akun gojek saya, saya baru mentransfer sejumlah uang di gopay ternyata ada masalah krn anak saya menghapus akun gojek saat saya download Ulang ternyata no saya sudah tidak aktif bagaimana saya melaporkan kejadian tersebut mohon bantuan nya kak, krn saya tlp customer service tidak tersambung"
Bacil Biru,5,2023-10-11 02:01:04,Ok
Sulis Tyono,5,2023-10-11 01:50:12,JOZZZ... we.. Gassskeunnn👌👌
sitepu -,1,2023-10-11 01:49:21,Jangan pernah menggunakan gopaylater. Ini lebih jahat dari pada rentenir. Kesalahan. Sistem menjadi telat bayar beberapa menit. Pemakaian 128ribu di denda 50ribu. Dan denda berjalan menjadi hampir 100ribu. Lebih parah sari kartu kredit. Jauh lebih baik OVO paylater banyak dan terhubung kemanapun
Taufik Hidayat,1,2023-10-11 01:49:19,"Saya kasih bintang 1 karena saya kecewa sama gojek driver masih banyak pelanggar lalulintas, malah lawan arah, dari sisi manapun pelanggar tetap salah. Undang² nya kita berhak kok menegur pelanggar lalu lintas. Yang salah Gojek Kualifikasi driver nya rendah terhadap peraturan. Tolong beri sanksi keras sama driver gojeknya min. Kalau bisa daftar gojek test dulu biar driver itu tau dgn lalulintas."
Wince Yatno,5,2023-10-11 01:47:24,Gojek- Gopay aplikasi yg sangat membantu semua orang👍
Indra Saputra,4,2023-10-11 01:35:48,Terima kasih
Khusy Yatie,5,2023-10-11 01:20:32,"Klo d kasih banyak voucher gini kan jd rajin jajannn,,,,kan jd lumayan hemat klo ad voucher nya."
sign 03,1,2023-10-11 01:20:05,makin mahal dengan beban biaya lain2 diluar ongkos tarif
Mas Ter,5,2023-10-11 01:18:05,Cepat
Dwi Herawati,5,2023-10-11 01:03:17,Mohon bantuannya saya tidak mendownload apalikasi Gojek Transportasi & makanan
noor hazizah,5,2023-10-11 00:49:26,Memudahkan pengguna
sandy mc,5,2023-10-11 00:47:05,Mantaph
Sya Aurellie,3,2023-10-11 00:46:34,promonyaa banyakin dong
Febry Suryati,3,2023-10-11 00:39:54,GOJEK SERING ERROR!!!!TUTUP TUNGGU APK!!!
Dianty Sokoy,5,2023-10-11 00:30:57,The best
Aldino Septa Nugraha,5,2023-10-11 00:29:19,Thanks gojek
Rusyda Ida,5,2023-10-11 00:26:29,Alhamdulillah sampai saat ini kalau pergi sering pakai gojek cepat dan aman.terima kasih Gojek yg selalu mambantu setiap saat.
Noeroel_ Ainie,5,2023-10-11 00:23:22,Sangat membantu sekali ada gojek.
Deden PLN Terbaik,5,2023-10-11 00:13:53,Sangar membantu di jaman serba digital sekarang
Anindya Prameswari,1,2023-10-11 00:07:44,"Terlepas dari manfaatnya, susah dapet driver, lemot, titik maps berubah2 sendiri"
marisa roselin,5,2023-10-11 00:04:12,Penjemputannya tepat waktu
Rio Satrio,5,2023-10-11 00:03:13,Lbh murah
Fajar Sidik,3,2023-10-11 00:03:08,Tolong dong ini kenapa jadi sering banget Trouble ??
Valdez Prasetya,1,2023-10-11 00:02:05,Aplikasi food di buat order hemat mencari driver cukup lama orang yang tadinya laper jadi males nunggunya dan malah di tinggalin pake aplikasi konvetitor..sungguh ide bagus yang bikin ide ini.. pelanggan jadi pada kabur pake aplikasi sebelah
Toti Aprili,1,2023-10-10 23:43:18,Gojeknya ga lancar leletttt ga bisa stay
Ani Rohayani,5,2023-10-10 23:40:25,🤩🤩🤩🤩🤩🤩🤩🤩🤩
Aan Darmana,5,2023-10-10 23:38:45,sangat membantu
Kaslan Kaslan,5,2023-10-10 23:32:53,Driver ok
Surya Soeputra,1,2023-10-10 23:31:11,"Kecewa makanan saya dimasukkan double odr pdhl sya byr normal lo dan pengantaran nya malah ke 2. Mohon sistemnya jgn menyiksa driver dong, saya bayar normal sdngkn di driver cuma 2 rb. Ini IT dan sistem nya rakus sekali. Mohon diperbaiki yg double order yg di dpt driver . Kasian driver sdh lama menunggu tapi dibyr cuma 2 rb yg pengantaran ke 2. Anda itu sdh untung lo dari resto dan driver anda kenakan komisi 20%. Dan anda kenakan lagi biaya jasa apk lgi ke cust. Jgn maruk sistem kasian driver"
The Irawan's,5,2023-10-10 23:29:13,"Selama ini ga mengecewakan,,,"
Dwidalananyar aseli,5,2023-10-10 23:28:31,Mantap
Jumadi,5,2023-10-10 23:24:42,👍
Yohan Christiansyah,5,2023-10-10 23:11:54,Bagus
Riekha Mulyani,5,2023-10-10 23:00:41,Good
kelwin ivander,1,2023-10-10 22:49:16,Gajelas ini gojek bikin telat sekolah cari gocar aja lama banget dari setengah 6 ga dapet dapet
reddyoki pratama07,5,2023-10-10 21:59:59,Oke
Muh rafik Rafik,5,2023-10-10 20:43:11,Sangat bagus
OSHS,5,2023-10-10 19:23:06,Great
Wahyu Alkahfi,5,2023-10-10 18:45:33,Agak gk ngerti pke ny stlah upgrade
nanang irman,5,2023-10-10 18:41:38,👍👍👍👍👍
Ipank Vesoc,5,2023-10-10 18:08:51,Ok
Ekawati Surastiawati,5,2023-10-10 18:07:15,Bagus
Irvan Faidilah,5,2023-10-10 17:40:39,Mantap
Ibey Habibah,3,2023-10-10 17:25:00,"Udh update d versi yg baru,pas mesen makan karena loading dkira blom masuk ..makanya pencet lagi..ng tau udh maauk 2 orderan,d jam yang sama,orderan pun sama... kecewa deh gojek,biasa klo order makanan selalu d gofood.dan ng pernah sampe kecewa."
Alfian Ro,4,2023-10-10 17:06:53,Lumayan membantu
Raisa Dyah,5,2023-10-10 16:58:19,Bagus
bintang Lapan9,1,2023-10-10 16:57:56,apk taii ...gopaylater baru uphgread naik limit malah gabisa di pake .. eror taikk
Ryan Ok,1,2023-10-10 16:52:07,Tiba tiba saldo Gopay saya gk bisa pake bayar di Aplikasi My Telkomsel.
Supri Hatin,5,2023-10-10 16:37:12,"Pokoknya puas banget pakai aplikasi gojek, tarifnya terjangkau, drivernya anti ngaret 👍"
ahmad slamet rohidin,5,2023-10-10 16:29:19,"Bagus dan sangat membantu,semangat ya untuk para pejuang rupiah dimana pun berada."
Lukman Nurhakim,5,2023-10-10 16:27:23,Hayuuuu ahhhh
TRI DHARMA,5,2023-10-10 16:06:00,memuaskan banyak promonya
Tri kiki syahputra,1,2023-10-10 16:04:14,"G ngerti lg sama aplks ini. Aplikasiny bgus berthn2 sy pke. Tp kali ini sy kebobolan. Ad yg mengajukan pinjm paylater ats nm sy pdhl sy tdk pernh mengajukan. Ironisnya suda bikin pelaporan dan bukti2 yg ada tp tdk ada respon. Di email, di wa ga ada respon. Yg ada di tlpn2. Akan di tindaklanjuti ke pihak terkait tp gitu2 aja ga ada tanggapan yg serius. Konyol emng kejadiannya. Tapi bnr2 sy ga pernah ngajuiin. Bank aj ad bisa skiming, link vising dll. Masa iya gojek 100% dr kejatan. MOHON DI FU !"
rahmat hidayat,5,2023-10-10 16:03:33,Ngopi Ngopi
sllsabilaa bilaa,5,2023-10-10 15:57:01,👍🏻👍🏻
fajar pamungkas,5,2023-10-10 15:39:34,Ok
Imam Budiana,5,2023-10-10 15:18:49,Membantu sekali
octa quinno,4,2023-10-10 15:15:20,memudahkan transportasi jarak jauh maupun dekat
BANG NGULING,5,2023-10-10 15:11:39,Membantu
Rana Priana,1,2023-10-10 15:02:45,"Aplikasi yah jlk,akun saya d blokir,GK bisa d perbakiki lagi"
Jeto Arbalestt,1,2023-10-10 14:57:21,gimana nih masa ga bisa tf ke bank mandiri haduh
Hendriyanto GandiL,5,2023-10-10 14:55:30,Bagus sangat membantu
riska purbasari,5,2023-10-10 14:53:44,Oke
Anjani Anjani,5,2023-10-10 14:47:24,Sangat membantu yg lagi mager keluar cari mkn
Wahyu Budi,1,2023-10-10 14:47:03,Ok. Sekarang promo nya sudah hilang
Ano Nymous,1,2023-10-10 14:44:26,Pelit ga ada diskon goofod
Lumongga Sihombing,1,2023-10-10 14:14:07,Bikin susah
Agus Suryadi,5,2023-10-10 14:12:23,Rr ce nikioekokko K Ikklkkjj.i Re
alex burn,1,2023-10-10 14:04:23,Ketika ada masalah lelet banget....parah pada
Evariana Prilia M,5,2023-10-10 14:04:14,Gojek keren
Sutiyowati Sutiyowati,5,2023-10-10 13:59:01,membantu sekali sayang onkir trllu mhal
Asha Malang,5,2023-10-10 13:54:05,Oke
Pengguna Google,5,2023-10-10 13:50:07,Ok
Incinerative,1,2023-10-10 13:47:50,Udah pesen gojek aplikasinya error jadi kepesen 2x pas udh sampe tujuan driver satunya msh nungguin jadi bayar Doble hadehhh
Mas Majmal,5,2023-10-10 13:39:35,"Apk Go-Jek nya sangat membantu dalam keadaan tergesa gesa, bagus bgt apk nya"
suri yanto,5,2023-10-10 13:32:46,Ngebantu gw banget
amino vira,5,2023-10-10 13:28:13,Sejauh ini aman nyaman
Djoko Sardjono,3,2023-10-10 13:18:03,Kenapa HP saya tidak terkoneksi dengan kamera ?
Tisna Azza,5,2023-10-10 13:15:17,Sangat membantu
Elva Buana,1,2023-10-10 13:00:12,Sering tidak meresponse aplikasinya
Pemulung Handal,1,2023-10-10 12:51:08,"MAKIN LAMA MAKIN GAJELAS, SEKARANG MALAH GABISA BUAT TRANSAKSI, CACAT"
GG WP,5,2023-10-10 12:48:22,Nice
Muchammad Istyawan,1,2023-10-10 12:47:29,Sering terjadi lag secara terus menerus saat penggunaan aplikasi.. mohon segera di perbaiki..
Ayah Ujang,5,2023-10-10 12:36:14,Mobilitas perjalanan yang singkat dan tepat waktu
arifin robby,5,2023-10-10 12:35:05,"Ga bisa dipake, dihapus ga bisa.. Eror gmna? Lagi genting malah bikim ribet. Tolong diperbaiki.. Sudah bagus sekarang mantap"
Dina violetcraft,1,2023-10-10 12:29:34,Saya ingin membuat pengaduan. Akun saya di retas. Dan saya sudah melapor ke pihak Gojek. Dan akun saya pun sudah di blokir. Tetapi ternyata tagihan masih tetap berjalan an. Saya Sedangkan disana saya sudah membuat laporan dg detail yg sangat jelas bahwa akun saya di retas. Dan tolong kondisikan penagihan2 tersebut. Karena saya tidak menggunakan limit itu sepeser pun Dan saya tidak akan membayar atas apa yg bukan saya lakukan.
Wibi Bella,4,2023-10-10 12:29:19,"Saran nih untuk goride transit kalau bisa tujuan stasiun nya bisa di edit, karna misal ada 2 yg deket kaya angke dan kota, tpi cuma yg tertera angke dan duri, padahal stasiun satu lagi lebih nyaman untuk saya naiki untuk tujuan langsung ke bogor. Thanks"
